"N.Registro";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"47/000253";"";"MORALES";"CTRA RIOSECO TORO";"47840";"Valladolid";"Villagarcía de Campos";"VILLAGARCIA DE CAMPOS";"VILLAGARCIA DE CAMPOS";"983000000";"";"";"";"";"";"";"";"";"";
"47/001624";"";"TINO";"CORRO DEL PALACIO SN";"47840";"Valladolid";"Villagarcía de Campos";"VILLAGARCIA DE CAMPOS";"VILLAGARCIA DE CAMPOS";"983000000";"";"";"";"";"";"";"";"";"";
"47/002720";"";"EL JARDÍN";"PLAZA MAYOR";"47608";"Valladolid";"Villagómez la Nueva";"VILLAGOMEZ LA NUEVA";"VILLAGOMEZ LA NUEVA";"983000000";"";"";"";"";"";"";"";"";"";
"47/001111";"";"TELECLUB";"NO CONSTA";"47608";"Valladolid";"Villagómez la Nueva";"VILLAGOMEZ LA NUEVA";"VILLAGOMEZ LA NUEVA";"983000000";"";"";"";"";"";"";"";"";"";
"47/003697";"";"ESTATUS";"NUEVO MESTER DE JUGLARIA, 6";"47111";"Valladolid";"Villalar de los Comuneros";"VILLALAR DE LOS COMUNEROS";"VILLALAR DE LOS COMUNEROS";"610203623";"";"";"";"";"";"";"";"";"";
"47/002181";"";"LOS ALCORES";"MAYOR SN";"47639";"Valladolid";"Villalba de los Alcores";"VILLALBA DE LOS ALCORES";"VILLALBA DE LOS ALCORES";"983000000";"";"";"";"";"";"";"";"";"";
"40/001502";"";"MARTINA¿S COFFEE";"Calle  CABRITERIA 12";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921000000";"";"";"COMERCIAL@MARTINASCOFFEE.ES";"WWW.MARTINASCOFFEE.ES";"";"48";"";"";"";
"47/000843";"";"RICO";"NO CONSTA";"47113";"Valladolid";"Villalbarba";"VILLALBARBA";"VILLALBARBA";"983000000";"";"";"";"";"";"";"";"";"";
"47/003854";"";"CENTRO CONVIVENCIA";"CTRA CASASOLA SN";"47113";"Valladolid";"Villalbarba";"VILLALBARBA";"VILLALBARBA";"983780119";"";"";"";"";"";"";"";"";"";
"47/000939";"";"AVENIDA";"C/  VIRGEN DE LA FUENTE, 2";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"639368540";"";"";"";"";"";"";"";"";"";
"47/003063";"";"FEYPE";"LA RÚA, 19";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"983000000";"";"";"";"";"";"";"";"";"";
"47/003774";"";"LA LANZADA";"URBANIZACIÓN LOS ROSALES SN";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"983000000";"";"";"";"";"";"";"";"";"";
"47/003291";"";"TAYROS";"PONCE DE LEÓN 1";"47600";"Valladolid";"Villalón de Campos";"VILLALON DE CAMPOS";"VILLALON DE CAMPOS";"983000000";"";"";"";"";"";"";"";"";"";
"47/001603";"";"CENTRAL";"PLAZA MAYOR 7";"47132";"Valladolid";"Tordesillas";"VILLAMARCIEL";"VILLAMARCIEL";"983000000";"";"";"";"";"";"";"";"";"";
"47/001147";"";"COBO";"NUEVA 1";"47132";"Valladolid";"Tordesillas";"VILLAMARCIEL";"VILLAMARCIEL";"983000000";"";"";"";"";"";"";"";"";"";
"47/003985";"";"CENTRAL";"PLAZA MAYOR 5";"47476";"Valladolid";"Villanubla";"VILLANUBLA";"VILLANUBLA";"983560008";"";"";"";"";"";"";"";"";"";
"47/002796";"";"LA BODEGA";"PRIORATO 6";"47620";"Valladolid";"Villanubla";"VILLANUBLA";"VILLANUBLA";"983000000";"";"";"";"";"";"";"";"";"";
"47/002993";"";"SAN FRANCISCO";"CUATRO CALLES SN";"47620";"Valladolid";"Villanubla";"VILLANUBLA";"VILLANUBLA";"983560464";"";"";"";"";"";"200";"";"";"";
"47/001746";"";"VALENTÍN";"PLAZA MAYOR 6";"47620";"Valladolid";"Villanubla";"VILLANUBLA";"VILLANUBLA";"983000000";"";"";"";"";"";"";"";"";"";
"47/001177";"";"ALEGRÍA";"PLAZA JUAN SANTOS 3";"47239";"Valladolid";"Villanueva de Duero";"VILLANUEVA DE DUERO";"VILLANUEVA DE DUERO";"983000000";"";"";"";"";"";"";"";"";"";
"47/001183";"";"GUTIÉRREZ";"CALVARIO";"47239";"Valladolid";"Villanueva de Duero";"VILLANUEVA DE DUERO";"VILLANUEVA DE DUERO";"983000000";"";"";"";"";"";"";"";"";"";
"47/001172";"";"RODILANA";"REAL, 28";"47620";"Valladolid";"Villanueva de Duero";"VILLANUEVA DE DUERO";"VILLANUEVA DE DUERO";"983555874";"";"";"";"";"";"";"";"";"";
"47/003862";"";"LAS TINAJAS";"CTRA MEDINA VALLADOLID";"47238";"Valladolid";"Villanueva de Duero";"VILLANUEVA DE DUERO";"VILLANUEVA DE DUERO";"983000000";"";"";"";"";"";"";"";"";"";
"24/007983";"";"ERIKA";"AVDA. PRINCIPE FELIPE, 51";"24231";"León";"Chozas de Abajo";"CEMBRANOS";"CEMBRANOS";"633564006";"";"";"";"";"";"";"";"";"";
"24/007984";"";"LA BODEGA";"PLAZA FERIAL, S/N.";"24439";"León";"Vega de Espinareda";"ESPINO (EL)";"ESPINO (EL)";"987000000";"";"";"";"";"";"";"";"";"";
"09/004006";"";"LA ESQUINITA";"CL/PETRONILA CASADO,16";"09005";"Burgos";"Burgos";"BURGOS";"BURGOS";"642900792";"";"";"";"";"";"29";"";"";"";
"37/004847";"";"EL MOLINO";"LA FUENTE, 35";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"607802224";"";"";"";"";"";"40";"";"";"";
"24/007985";"";"EL ESTANQUE";"ANTIMIO, 9";"24392";"León";"Chozas de Abajo";"CHOZAS DE ARRIBA";"CHOZAS DE ARRIBA";"626929223";"";"";"";"";"";"";"";"";"";
"24/007986";"";"JAMON JAMON";"CARDILES, 1";"24003";"León";"León";"LEON";"LEON";"616822925";"";"";"";"";"";"10";"";"";"";
"24/007987";"";"LA PLAZA";"Calle LA PLUMA, 29 29";"24764";"León";"Soto de la Vega";"SANTA COLOMBA DE LA VEGA";"SANTA COLOMBA DE LA VEGA";"604102918";"";"";"";"";"";"";"";"";"";
"47/001276";"";"ALEGRÍA";"ZAPATA";"47850";"Valladolid";"Villanueva de los Caballeros";"VILLANUEVA DE LOS CABALLEROS";"VILLANUEVA DE LOS CABALLEROS";"983000000";"";"";"";"";"";"";"";"";"";
"47/001260";"";"CENTRAL";"DEL CENTRO 6";"47850";"Valladolid";"Villanueva de los Caballeros";"VILLANUEVA DE LOS CABALLEROS";"VILLANUEVA DE LOS CABALLEROS";"983000000";"";"";"";"";"";"";"";"";"";
"47/003856";"";"GALLO";"PLAZA MAYOR 2";"47174";"Valladolid";"Villanueva de los Infantes";"VILLANUEVA DE LOS INFANTES";"VILLANUEVA DE LOS INFANTES";"983000000";"";"";"";"";"";"";"";"";"";
"47/003608";"";"INMACULADA";"PLAZA MAYOR 2";"47174";"Valladolid";"Villanueva de los Infantes";"VILLANUEVA DE LOS INFANTES";"VILLANUEVA DE LOS INFANTES";"983000000";"";"";"";"";"";"";"";"";"";
"47/001892";"";"LA PEÑA";"NO CONSTA";"47860";"Valladolid";"Villardefrades";"VILLARDEFRADES";"VILLARDEFRADES";"983000000";"";"";"";"";"";"";"";"";"";
"47/001122";"";"ANDRÉS MEDINA";"MARIANO FERRÁNDEZ";"47860";"Valladolid";"Villardefrades";"VILLARDEFRADES";"VILLARDEFRADES";"983000000";"";"";"";"";"";"";"";"";"";
"47/000841";"";"LA AMISTAD";"NUESTRA SEÑORA 2";"47329";"Valladolid";"Villavaquerín";"VILLAVAQUERIN";"VILLAVAQUERIN";"983000000";"";"";"";"";"";"";"";"";"";
"47/000837";"";"BAZACO";"NO CONSTA";"47329";"Valladolid";"Villavaquerín";"VILLAVAQUERIN";"VILLAVAQUERIN";"983000000";"";"";"";"";"";"";"";"";"";
"47/000842";"";"SOL Y SOMBRA";"JOSÉ ANTONIO 1";"47329";"Valladolid";"Villavaquerín";"VILLAVAQUERIN";"VILLAVAQUERIN";"983000000";"";"";"";"";"";"";"";"";"";
"47/001335";"";"PÉREZ";"PLAZA MAYOR";"47883";"Valladolid";"Villavellid";"VILLAVELLID";"VILLAVELLID";"983000000";"";"";"";"";"";"";"";"";"";
"47/000876";"";"REVUELTA";"NO CONSTA";"47883";"Valladolid";"Villavellid";"VILLAVELLID";"VILLAVELLID";"983000000";"";"";"";"";"";"";"";"";"";
"47/001118";"";"CARLOS";"HOSPITAL 8";"47465";"Valladolid";"Villaverde de Medina";"VILLAVERDE DE MEDINA";"VILLAVERDE DE MEDINA";"983000000";"";"";"";"";"";"";"";"";"";
"47/002228";"";"CUATRO VIENTOS";"SAN ROQUE 2";"47676";"Valladolid";"Villavicencio de los Caballeros";"VILLAVICENCIO DE LOS CABALLEROS";"VILLAVICENCIO DE LOS CABALLEROS";"983000000";"";"";"";"";"";"";"";"";"";
"47/003878";"";"DISTRAGO";"CTRA ZARATÁN SN";"47610";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"983000000";"";"";"";"";"";"";"";"";"";
"40/001896";"";"EL CANTOSAL";"Monte M.U.P. 104 ""EL CANTOSAL""";"40480";"Segovia";"Coca";"COCA";"*DISEMINADO*";"661340171";"";"";"BERTAHERRANZ@GMAIL.COM";"";"";"22";"";"";"";
"47/002629";"";"LAS FUENTES";"Calle JUAN XXIII, 3";"47610";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"983000000";"";"";"";"";"";"";"";"";"";
"47/000090";"";"GASOLINERA SANTA ELVIRA";"CTRA ADANERO GIJON KM 195";"47610";"Valladolid";"Zaratán";"ZARATAN";"ZARATAN";"983000000";"";"";"";"";"";"";"";"";"";
"47/001148";"";"SAN-RO";"REAL 6";"47452";"Valladolid";"Zarza (La)";"ZARZA (LA)";"ZARZA (LA)";"983000000";"";"";"";"";"";"";"";"";"";
"09/002889";"";"DANIEL'S";"PZA/SAN ISIDRO, 3";"09100";"Burgos";"Melgar de Fernamental";"MELGAR DE FERNAMENTAL";"MELGAR DE FERNAMENTAL";"620323369";"";"";"cambimy@hotmail.com";"";"";"10";"";"";"";
"05/003600";"";"SALÓN ESTACIÓN";"PASEO DE LA ESTACIÓN, 40";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920254085";"920220152";"";"miguel@automaticosavila.com";"";"";"160";"";"";"";
"24/007988";"";"BON APETIT";"VILLABENAVENTE, 15";"24004";"León";"León";"LEON";"LEON";"696333913";"";"";"";"";"";"";"";"";"";
"47/004676";"";"ARIADNE";"GUTIÉRREZ MELLADO 6";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983770380";"";"";"";"";"";"62";"";"";"Si";
"47/004677";"";"ELEPHANT";"PLAZA DE LA CRUZ 13";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"983402916";"";"";"";"";"";"51";"";"";"Si";
"47/004678";"";"LA CAPRICHOSA";"PUENTE COLGANTE 47";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983150240";"";"";"yanita27@hotmail.es";"";"";"46";"";"";"Si";
"24/005458";"";"PUB ROOTS";"SANTIESTEBAN Y OSORIO, 17";"24004";"León";"León";"LEON";"LEON";"676226429";"987228615";"";"asesoria@francolorden.com";"";"";"";"";"";"";
"09/000417";"";"EROS";"AVDA/BURGOS, 2";"09100";"Burgos";"Melgar de Fernamental";"MELGAR DE FERNAMENTAL";"MELGAR DE FERNAMENTAL";"947372667";"";"";"";"";"";"";"";"";"";
"24/003419";"";"LOS CASTILLOS";"URB. LOS CASTILLOS, 2";"24220";"León";"Valderas";"VALDERAS";"VALDERAS";"607920190";"";"";"";"";"";"";"";"";"";
"37/003732";"";"ANMAY";"PLAZA MAYOR, 19, BAJO";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"675551278";"";"";"";"";"";"";"";"";"";
"37/002078";"";"FELIPE II";"PASEO CARMELITAS, 3, BAJO";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923261180";"";"";"";"";"";"";"";"";"";
"37/002839";"";"LA MORENA";"PZA. CORONEL VICENTE, 13";"37751";"Salamanca";"Gallegos de Solmirón";"GALLEGOS DE SOLMIRON";"GALLEGOS DE SOLMIRON";"923087997";"";"";"";"";"";"";"";"";"";
"24/005743";"";"RINCON DEL BIERZO";"ZAPATERIAS, 9";"24003";"León";"León";"LEON";"LEON";"987251841";"";"";"";"";"";"";"";"";"";
"24/005462";"";"EL CHUPITO";"ZAPATERIAS, 9";"24003";"León";"León";"LEON";"LEON";"987208211";"";"";"";"";"";"";"";"";"";
"37/000475";"";"BERME";"MAYOR, 43";"37427";"Salamanca";"Vellés (La)";"VELLES (LA)";"VELLES (LA)";"923354220";"";"";"";"";"";"";"";"";"";
"37/003949";"";"EL TIO ANTON";"WELLINGTON, 4-6";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923246414";"";"";"";"";"";"";"";"";"";
"24/005049";"";"DADO'S";"C/ GARCIA I, 4 DCHA.";"24003";"León";"León";"LEON";"LEON";"987875804";"";"";"";"";"";"";"";"";"";
"37/000096";"";"EL RINCÓN DE FRAN";"CHORRERAS, 1, 1º";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"676887862";"";"";"";"";"";"";"";"";"";
"24/007990";"";"MESON MONASTERIO";"MAXIMO CAYON WALDALISO, 16";"24005";"León";"León";"LEON";"LEON";"987263948";"";"";"";"";"";"";"";"";"";
"09/004646";"";"DONDE AGUSTÍN";"Calle Arzobispo Pérez Cecilia, 2";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"665810716";"";"";"";"";"";"36";"";"";"Si";
"47/004680";"";"ANDIAMO DI LA";"JUAN PABLO II, PLAZA, Nº 1, LOCAL 1";"47015";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983351177";"";"";"";"";"";"42";"";"";"Si";
"09/000750";"";"LA MALQUERIDA";"Calle Nuestra Señora de Fátima, 22";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"696756836";"";"";"";"";"";"15";"";"";"Si";
"24/005558";"";"CERVECERÍA KOYOTE";"Calle LAS LILAS, 7 7";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"687493670";"";"";"";"";"";"";"";"";"";
"24/004281";"";"LAS ERAS";"AV. LAS ERAS";"24327";"León";"Villazanzo de Valderaduey";"RENEDO DE VALDERADUEY";"RENEDO DE VALDERADUEY";"987000000";"";"";"";"";"";"";"";"";"";
"40/000766";"";"KIOSCO BOCA DEL ASNO";"CTRA. C.L. 601, KM. 14,2";"40109";"Segovia";"Real Sitio de San Ildefonso";"VALSAIN";"VALSAIN";"619751737";"";"";"perezdelgadosergio@gmail.com";"";"";"";"";"";"";
"47/004681";"";"LA TERRACITA DE MUCIENTES (PISCINA MUNICIPAL)";"""LOS ARENALES"" CTRA. CIGALES, SN";"47194";"Valladolid";"Mucientes";"MUCIENTES";"MUCIENTES";"625619138";"";"";"";"";"";"";"";"";"";
"24/007991";"";"LONDON PARK";"Calle LA LAGUNA 1 1";"24282";"León";"Valverde de la Virgen";"MONTEJOS DEL CAMINO";"MONTEJOS DEL CAMINO";"675757499";"";"";"";"";"";"24";"";"";"";
"37/001272";"";"EL CUCO";"Plaza PLAZA MAYOR, 8";"37882";"Salamanca";"Pedraza de Alba";"PEDRAZA DE ALBA";"PEDRAZA DE ALBA";"650155982";"";"";"";"";"";"";"";"";"";
"37/000988";"";"BAR MARCOS";"Calle SAN PEDRO 10";"37183";"Salamanca";"Morille";"MORILLE";"MORILLE";"722180917";"";"";"";"";"";"";"";"";"";
"40/001290";"";"FLASH";"Calle LUIS FERNÁNDEZ 2";"40450";"Segovia";"Nava de la Asunción";"NAVA DE LA ASUNCION";"NAVA DE LA ASUNCION";"666062292";"";"";"JAVIERBARFLASH@HOTMAIL.COM";"";"";"";"";"";"";
"37/004848";"";"LA TERRAZA";"ARRIBA, 14";"37730";"Salamanca";"Ledrada";"LEDRADA";"LEDRADA";"923591010";"";"";"";"";"";"30";"";"";"";
"40/001900";"";"ALAMEDA";"PLAZA DE ESPAÑA, 4";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921471732";"606366182";"";"";"";"";"";"";"";"";
"37/004849";"";"EL CASTIGO";"GIROLAMO DA SOMMAIA, 3, BAJO";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923207673";"";"";"";"";"";"19";"";"";"Si";
"47/002716";"";"LA TUBA";"Plaza MARTÍ Y MONSÓ 1";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983000000";"";"";"";"";"";"";"";"";"";
"09/003100";"";"LA BODEGUILLA TAPERÍA";"CL/FRANCISCO GRANDMONTAGNE, 17";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"657066475";"";"";"";"";"";"38";"";"";"Si";
"37/004850";"";"EL CAFE DE RECUELO";"Calle CAMINO DE LAS AGUAS 49  BJº";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923611783";"";"";"viglesiasma@gmail.com";"";"";"32";"";"";"";
"24/003397";"";"ILEA";"ANTIGUA NACIONAL VI, S/N.";"24317";"León";"Torre del Bierzo";"VENTAS DE ALBARES (LAS)";"VENTAS DE ALBARES (LAS)";"650012011";"";"";"";"";"";"";"";"";"";
"24/000148";"";"LA ARRANCADERA";"Calle C/ REAL 71";"24630";"León";"Cuadros";"CASCANTES";"CASCANTES";"605895144";"";"";"";"";"";"";"";"";"";
"09/004648";"";"MARI";"CL/MERIDA, 13";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947485993";"";"";"";"";"";"23";"";"";"";
"09/000286";"";"SEPTIMO CIELO";"CL/ESTEBAN SAEZ ALVARADO, 31";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"696474298";"";"";"";"";"";"";"";"";"";
"40/001901";"";"LA TRASTIENDA";"Calle  LAS ERAS 14";"40145";"Segovia";"Muñopedro";"MUÑOPEDRO";"MUÑOPEDRO";"660913181";"";"";"barlatrastienda@hotmail.com";"";"";"51";"";"";"";
"47/004682";"";"LA BARUVA";"PLAZA DEL PUENTE SN";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"670390687";"";"";"";"";"";"82";"";"";"Si";
"24/007993";"";"BAR CASA CONCEJO DE ONZONILLA";"Calle SANTIAGO APOSTOL 35";"24231";"León";"Onzonilla";"ONZONILLA";"ONZONILLA";"657029577";"";"";"kasi_@hotmail.es";"";"";"";"";"";"";
"24/007994";"";"BAR ROKERS";"Calle ELIAS IGLESIAS 10";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"629271846";"";"";"";"";"";"";"";"";"";
"40/000643";"";"CALIFORNIA";"Plaza DEL DOCTOR GILA, 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"678606835";"";"";"";"";"";"23";"";"";"";
"24/003322";"";"LA FRAGUA";"CONSTITUCION, 42";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987310230";"";"";"";"";"";"";"";"";"";
"24/007995";"";"LAS TRES LUNAS";"PARAJE EL PIELAGO, S/N";"24251";"León";"Chozas de Abajo";"BANUNCIAS";"BANUNCIAS";"987304702";"";"";"";"";"";"";"";"";"";
"24/003996";"";"PUB LORENA";"Calle CERVANTES 17  BJ";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"669391568";"";"";"";"";"";"";"";"";"";
"47/004684";"";"CAFE TEATRO ZORRILLA";"PLAZA MAYOR, S/N";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983 344330";"983341288";"600541808";"";"www.teatrozorrilla.es";"";"95";"";"";"Si";
"37/004851";"";"LA DEHESA";"Zona AREA RECREATIVA""LA DEHESA"",  MONTE DE U.P. Nº 18";"37510";"Salamanca";"Agallas";"AGALLAS";"AGALLAS";"654805011";"";"";"acanutog@gmail.com";"";"";"100";"";"";"";
"24/007997";"";"HYPNOSE";"ANTONIO COLINAS, 34 CC VALESKA";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987000000";"";"";"";"";"";"";"";"";"";
"24/007998";"";"LAS RUBIAS";"TRAVESIA DE BABIA, 5";"24140";"León";"Villablino";"VILLASECA DE LACIANA";"VILLASECA DE LACIANA";"987483200";"";"";"";"";"";"";"";"";"";
"24/004221";"";"RAMOS";"C/RAMON Y CAJAL, 56";"24271";"León";"Llamas de la Ribera";"VILLAVICIOSA DE LA RIBERA";"VILLAVICIOSA DE LA RIBERA";"987000000";"";"";"";"";"";"";"";"";"";
"40/001468";"";"SAMBA";"CTRA. DE MADERUELO, Nº 20";"40551";"Segovia";"Campo de San Pedro";"CAMPO DE SAN PEDRO";"CAMPO DE SAN PEDRO";"645581766";"";"";"";"";"";"";"";"";"";
"37/000431";"";"CHAN";"SEGOVIA, 46, BAJO";"37208";"Salamanca";"San Muñoz";"SAN MUÑOZ";"SAN MUÑOZ";"659475109";"";"";"";"";"";"";"";"";"";
"40/001408";"";"LUANA";"Calle  SANCHONUÑO 9";"40240";"Segovia";"Gomezserracín";"GOMEZSERRACIN";"GOMEZSERRACIN";"626807164";"";"";"";"";"";"";"";"";"Si";
"37/002581";"";"LAS VIÑAS";"C/ LAS VIÑAS, 2";"37188";"Salamanca";"Carbajosa de la Sagrada";"CARBAJOSA DE LA SAGRADA";"CARBAJOSA DE LA SAGRADA";"622897342";"";"";"";"";"";"20";"";"";"";
"37/004410";"";"PISCINAS MUNICIPALES EL ENCINAR";"PZA. AYUNTAMIENTO, S/N";"37190";"Salamanca";"Terradillos";"URBANIZACION EL ENCINAR";"URBANIZACION EL ENCINAR";"657636799";"";"";"";"";"";"";"";"";"";
"24/008000";"";"LA LAGUNA";"AV. CONSTITUCION, 54";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987272986";"";"";"";"";"";"";"";"";"";
"24/008001";"";"MERENDERO LA CERCA";"CAMINO MONTEJOS, S/N";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"VIRGEN DEL CAMINO (LA)";"987302259";"";"";"";"";"";"";"";"";"";
"24/001083";"";"LOS PINOS";"PLAZA SAN BLAS, 3";"24237";"León";"San Millán de los Caballeros";"SAN MILLAN DE LOS CABALLEROS";"SAN MILLAN DE LOS CABALLEROS";"689080627";"";"";"";"";"";"";"";"";"";
"24/008002";"";"91";"PLAZA MAYOR, 17";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"656472682";"";"";"";"";"";"";"";"";"";
"24/004860";"";"LARA II";"QUEVEDO, 22";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"652332825";"";"";"";"";"";"";"";"";"";
"24/003970";"";"LA TENADA";"ARRIBA, 9";"24000";"León";"Omañas (Las)";"MATALUENGA";"MATALUENGA";"987000000";"";"";"";"";"";"";"";"";"";
"05/003601";"";"EL ATASCO DE CHUPI";"C/ LEGANES, Nº 32";"05115";"Ávila";"Navarrevisca";"NAVARREVISCA";"NAVARREVISCA";"616488842";"";"";"";"";"";"36";"";"";"";
"24/008003";"";"LA ABUELA VITA";"CAMINO VALMORO, S/N";"24323";"León";"Castrotierra de Valmadrigal";"CASTROTIERRA DE VALMADRIGAL";"CASTROTIERRA DE VALMADRIGAL";"987784249";"";"";"";"";"";"";"";"";"";
"47/001494";"";"LA PEÑA";"Plaza PEPE ZORITA 12";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983770850";"";"";"";"";"";"";"";"";"";
"24/008004";"";"LAS PALERAS";"LAS ERAS, S/N";"24394";"León";"Valderrey";"BARRIENTOS";"BARRIENTOS";"679988238";"";"";"";"";"";"";"";"";"";
"24/008005";"";"BOSTON";"VARILLAS, 5";"24003";"León";"León";"LEON";"LEON";"695733165";"";"";"";"";"";"";"";"";"";
"40/000696";"";"KEBABIS";"Calle LA VILLA 15";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"641637408";"";"";"";"";"";"27";"";"";"";
"24/008006";"";"STUDIO";"Calle LAS LILAS 6";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"680610322";"";"";"";"";"";"";"";"";"";
"49/003086";"";"LE PETIT CHARLOTTE";"Plaza  La Madera 22  BJ";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"980635909";"689697777";"";"olgasilv@msnl.com";"";"";"35";"";"";"";
"24/004810";"";"NORI";"PRINCIPAL, 98";"24000";"León";"Llamas de la Ribera";"LLAMAS DE LA RIBERA";"LLAMAS DE LA RIBERA";"987000000";"";"";"";"";"";"";"";"";"";
"24/008007";"";"LA TABERNA DE TANO";"FRAY SANTIAGO FRANCO, 18";"24240";"León";"Santa María del Páramo";"SANTA MARIA DEL PARAMO";"SANTA MARIA DEL PARAMO";"655838581";"";"";"";"";"";"";"";"";"";
"09/003509";"";"RODRI";"CL/BARRIO GIMENO,16";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947263756";"";"";"";"";"";"";"";"";"";
"24/008009";"";"EL CAFE DE NINI";"TRAV. MAYOR A ESCUELA, 10";"24345";"León";"Santas Martas";"VILLAMARCO";"VILLAMARCO";"685502601";"";"";"";"";"";"";"";"";"";
"24/008010";"";"ZIPI-ZAPE";"C/ EL CAMPING, S/N";"24271";"León";"Llamas de la Ribera";"LLAMAS DE LA RIBERA";"LLAMAS DE LA RIBERA";"606805671";"";"";"";"";"";"";"";"";"";
"09/003277";"";"GADEA";"CL/MAYOR,17 BIS";"09219";"Burgos";"Santa Gadea del Cid";"SANTA GADEA DEL CID";"SANTA GADEA DEL CID";"677823627";"";"";"";"";"";"";"";"";"";
"24/008011";"";"EL RINCON";"Calle PLAYA FLUVIAL";"24393";"León";"Cimanes del Tejar";"ALCOBA DE LA RIBERA";"ALCOBA DE LA RIBERA";"665947143";"";"";"";"";"";"";"";"";"";
"40/000722";"";"LA UÑA 2.0";"Calle  FRAY SEBASTIAN, 5";"40450";"Segovia";"Nava de la Asunción";"NAVA DE LA ASUNCION";"NAVA DE LA ASUNCION";"659484362";"921520844";"";"cristinarv1978@hotmail.com";"";"";"";"";"";"";
"24/008012";"";"POLIDEPORTIVO";"Calle LA FUENTE, 22";"24271";"León";"Llamas de la Ribera";"SAN ROMAN DE LOS CABALLEROS";"SAN ROMAN DE LOS CABALLEROS";"603344308";"";"";"";"";"";"";"";"";"";
"24/008013";"";"CEDIPSA ROBLEDO I";"AP-71, KM.6,800 (SENTIDO ASTORGA)";"24391";"León";"Valverde de la Virgen";"ROBLEDO DE LA VALDONCINA";"ROBLEDO DE LA VALDONCINA";"987303370";"";"";"";"";"";"";"";"";"";
"24/008014";"";"CEDIPSA ROBLEDO II";"AP-71, KM.6,800 (SENTIDO LEON)";"24391";"León";"Valverde de la Virgen";"ROBLEDO DE LA VALDONCINA";"ROBLEDO DE LA VALDONCINA";"987303370";"";"";"";"";"";"";"";"";"";
"05/003603";"";"EL NIDO";"Calle PUBLICA 46 A";"05357";"Ávila";"Villaflor";"VILLAFLOR";"VILLAFLOR";"606975468";"";"";"";"";"";"37";"";"";"";
