"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"09/000681";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MIMA";"Calle Juan Ramón Jiménez, 3";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"616969329";"";"";"restaurante@mimamiranda.es";"";"";"88";"";"";"";
"37/000625";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON TAURINO";"PLAZA MAYOR,7";"37610";"Salamanca";"Mogarraz";"MOGARRAZ";"";"923418189";"";"";"";"";"";"76";"";"";"";
"05/000453";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TABERNA DE LA VILLA";"C/ CASTILLA, Nº 16";"05230";"Ávila";"Navas del Marqués (Las)";"NAVAS DEL MARQUES (LAS)";"";"918970189";"";"";"";"";"";"30";"";"";"Si";
"09/000683";"Restaurante";"4ª - 1 Tenedor";"";"GRANJA ESCUELA ARLANZON";"CAMINO DE LOS MOLINOS, S/N";"09199";"Burgos";"Arlanzón";"ARLANZON";"";"947 421807";"";"";"";"";"";"50";"";"";"";
"09/000685";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CERVECERIA GAMBRINUS";"CL/SAN FRANCISCO, 31";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947513641";"";"";"elvivachapata@hotmail.com";"";"";"45";"-3,6860231";"41,674395";"Si";
"05/000454";"Restaurante / Bar";"4ª - 1 Tenedor";"";"FÁBRICA CABRERA";"C/ MIRADOR DE GREDOS, Nº 13";"05124";"Ávila";"Hoyocasero";"HOYOCASERO";"";"920299741";"";"";"";"";"";"30";"";"";"";
"09/000684";"Restaurante / Bar";"4ª - 1 Tenedor";"";"JOSE LUIS";"C/ BILBAO, 25";"09540";"Burgos";"Trespaderne";"TRESPADERNE";"TRESPADERNE";"947 307293";"";"";"";"";"";"174";"";"";"Si";
"49/000261";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL PARAJE DE SAYAGO";"C/ JOSE LUIS GUTIERREZ, 4";"49212";"Zamora";"Muga de Sayago";"MUGA DE SAYAGO";"MUGA DE SAYAGO";"980617677";"";"";"";"";"";"343";"";"";"Si";
"34/000316";"Restaurante";"3ª - 2 Tenedores";"";"LA CASA DE PIEDRA";"Carretera DE HUSILLOS 3";"34419";"Palencia";"Monzón de Campos";"MONZON DE CAMPOS";"MONZON DE CAMPOS";"979808314";"979700528";"";"";"";"";"80";"";"";"Si";
"37/000626";"Restaurante / Bar";"4ª - 1 Tenedor";"";"AL-BALAT";"C/ MAYOR, 21-25";"37717";"Salamanca";"Vallejera de Riofrío";"VALLEJERA DE RIOFRIO";"VALLEJERA DE RIOFRIO";"923423356";"";"";"";"";"";"110";"";"";"";
"24/000935";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA CAMPERONA";"Calle CALLE ESTEBAN CORRAL , 5";"24600";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987701025";"";"";"";"";"";"273";"";"";"";
"42/000300";"Restaurante / Cafetería";"2ª - 3 Tenedores";"";"LA RESERVA DE SAN LEONARDO";"CTRA. NAC. 234, KM. 401";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"975376912";"";"";"comercial@hotellareserva.net";"www.hotellareserva.es";"";"351";"";"";"Si";
"34/000317";"Restaurante";"3ª - 2 Tenedores";"";"LA CARCEL";"PLAZA MAYOR Nº 6";"34340";"Palencia";"Villada";"VILLADA";"VILLADA";"979844016";"";"";"";"";"";"94";"";"";"";
"40/000453";"Restaurante / Bar";"4ª - 1 Tenedor";"";"HOSTELERA LA VIEJA CERVECERIA";"Paseo EZEQUIEL GONZÁLEZ 32";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921434806";"";"";"";"";"";"48";"";"";"";
"37/000627";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL ROBLE";"ARRIBES DEL DUERO,93, NAVE 1, P.I. EL MONTALVO I I";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923120108";"";"";"";"";"";"67";"";"";"";
"24/000936";"Restaurante";"4ª - 1 Tenedor";"";"EL PALOMO";"CALLE ESCALERILLA, 8";"24003";"León";"León";"LEON";"LEON";"987254225";"";"";"";"";"";"38";"";"";"";
"47/000659";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA SAL";"Calle SAN JOSÉ 23";"47007";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"691521372";"";"";"admon@galeonbpo.com";"";"";"60";"-4,734254";"41,642344";"Si";
"37/000628";"Restaurante / Bar";"4ª - 1 Tenedor";"";"OS-DA-MA";"CRTA. ENCINAS, Nº 20";"37330";"Salamanca";"Babilafuente";"BABILAFUENTE";"";"923360915";"";"";"";"";"";"50";"";"";"";
"09/000687";"Restaurante / Bar";"4ª - 1 Tenedor";"";"TAJ MAHAL";"AVDA. CONSTITUCION ESPAÑOLA, Nº 3";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947 236900";"";"";"";"";"";"44";"-3,6741732";"42,3481402";"";
"24/000937";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"LA ESTACION";"Carretera CTRA MATALLANA S/N, ESTACION DE AUTOBUSES";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987751529";"";"";"CAN_N_GO@HOTMAIL.COM";"";"";"105";"";"";"";
"37/000630";"Restaurante";"4ª - 1 Tenedor";"";"LA COCINA DE LOREN";"C/ ALFONSO XIII, 22";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"GUIJUELO";"627955984";"";"";"";"";"";"50";"";"";"";
"05/000455";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL MANANTIAL DE GREDOS";"CARRETERA ARENAS, Nº 42";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"";"920375066";"";"";"";"";"";"41";"";"";"Si";
"05/000456";"Restaurante";"3ª - 2 Tenedores";"";"LA POSADA";"C/ SAN JUAN, Nº 25";"05200";"Ávila";"Arévalo";"AREVALO";"";"920300045";"";"";"";"";"";"106";"";"";"Si";
"34/000318";"Restaurante / Bar";"3ª - 2 Tenedores";"";"DUKE";"FELIPE PRIETO Nº 8";"34001";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979752361";"";"";"";"";"";"94";"";"";"";
"24/000938";"Restaurante / Bar";"4ª - 1 Tenedor";"";"GURE TXOKO";"PARCELA 12";"24994";"León";"Burón";"BURON";"BURON";"987/740262";"";"";"";"";"";"68";"";"";"";
"40/000454";"Restaurante";"3ª - 2 Tenedores";"";"LA ESPADAÑA";"Calle REAL 10";"40312";"Segovia";"Duruelo";"DURUELO";"DURUELO";"921545000";"921545034";"";"";"";"";"60";"";"";"";
"40/000455";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CASA PASTOR";"Calle LA IGLESIA 2";"40500";"Segovia";"Riaza";"RIAZA";"RIAZA";"921550283";"";"";"";"";"";"130";"";"";"";
"24/000939";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PETROJAMER";"AVDA. PORTUGAL, 46";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987000000";"";"";"";"";"";"84";"-5,911546";"42,292629";"Si";
"24/000940";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL CALECHO";"Plaza SAN MARTIN 9";"24003";"León";"León";"LEON";"LEON";"987254287";"987212423";"";"";"";"";"39";"";"";"";
"09/000688";"Restaurante / Bar";"3ª - 2 Tenedores";"";"VILLA DE SILOS";"PLAZA MAYOR, Nº 10";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"";"947 390017";"";"";"";"";"";"46";"";"";"Si";
"09/000689";"Restaurante / Bar";"4ª - 1 Tenedor";"";"GUILLERMO";"CL/MAYOR, 10";"09193";"Burgos";"Cardeñajimeno";"CARDEÑAJIMENO";"CARDEÑAJIMENO";"629503865";"";"";"";"";"";"42";"-3,62185";"42,331";"Si";
"42/000302";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA ESTACION DEL ALMA";"Calle PARAJE LA DEHESA, S/N";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975310310";"607394605";"";"jr@soriasos.com";"";"";"60";"";"";"Si";
"05/000458";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PRADOS ABIERTOS";"Carretera NACIONAL 502, KM. 72";"05410";"Ávila";"Mombeltrán";"MOMBELTRAN";"*DISEMINADO*";"920386131";"";"";"josesalmeron@gmail.com";"";"";"115";"-5,0173536";"40,2620026";"Si";
"34/000319";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA PLAYA";"C/ EXTRAMUROS S/N";"34208";"Palencia";"Reinoso de Cerrato";"REINOSO DE CERRATO";"";"979784263";"";"";"";"";"";"163";"";"";"";
"37/000631";"Restaurante / Cafetería / Bar";"4ª - 1 Tenedor";"";"EIDER";"LAGUNA NEGRA,1-7 (Parcela 84-P.I. MONTALVO II)";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"687492332";"923222002";"";"avigesasesores@telefonica.net";"";"";"100";"";"";"Si";
"40/000460";"Restaurante / Bar";"4ª - 1 Tenedor";"";"VELLOSILLO";"Avenida RECONQUISTA 5";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"921553062";"";"";"";"";"";"105";"";"";"";
"37/000632";"Restaurante / Bar";"2ª - 3 Tenedores";"";"ORIGEN, La cocina de Paco Pérez";"Calle SANCHEZ BARBERO 11-13";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923176962";"649926569";"";"contabilidad@origen-restaurante.com";"";"";"50";"";"";"";
"47/000660";"Restaurante / Bar";"4ª - 1 Tenedor";"";"JERO";"CORREOS 11  BAJO";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983353508";"";"";"";"";"";"86";"";"";"";
"47/000661";"Restaurante";"4ª - 1 Tenedor";"";"TRATTORIA DA NICO";"ECHEGARAY 2";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983398911";"";"";"";"";"";"54";"";"";"";
"49/000262";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BODEGA LA CUBETA";"Calle LAS BODEGAS";"49720";"Zamora";"Perdigón (El)";"PERDIGON (EL)";"PERDIGON (EL)";"980576178";"630722341";"660402705";"bodegalacubeta@hotmail.com";"www.bodegalacubeta.com";"";"52";"";"";"";
"42/000303";"Restaurante";"3ª - 2 Tenedores";"";"EL BOSQUE";"AVENIDA DE SORIA, 7";"42100";"Soria";"Ágreda";"AGREDA";"AGREDA";"976647097";"";"";"";"";"";"42";"";"";"";
"40/000462";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL RINCON DE RAMON";"Calle IGLESIA 4";"40360";"Segovia";"Cantimpalos";"CANTIMPALOS";"CANTIMPALOS";"921496181";"";"";"";"";"";"93";"";"";"";
"47/000662";"Restaurante / Cafetería";"2ª - 3 Tenedores";"";"EL JARDÍN DE LA ABADÍA";"Calle SAN JOSÉ, 3-5";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983409916";"";"";"info@jardíndelaabadía.com";"";"";"209";"";"";"Si";
"24/000941";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ESPERANZA";"Avenida Avda del Ferrocarril, nº 42";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"622036763";"";"";"";"";"";"175";"";"";"";
"47/000663";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LA BOTICA DE MATAPOZUELOS";"PLAZA MAYOR, 2";"47230";"Valladolid";"Matapozuelos";"MATAPOZUELOS";"MATAPOZUELOS";"983832942";"605928180";"";"laboticareservas@gmail.com";"www.laboticadematapozuelos.com";"";"130";"-4,791481";"41,414404";"Si";
"24/000943";"Restaurante / Bar";"4ª - 1 Tenedor";"";"RIVERO";"MAYOR, 12";"24325";"León";"Bercianos del Real Camino";"BERCIANOS DEL REAL CAMINO";"";"987784287";"";"";"";"";"";"82";"";"";"";
"05/000459";"Restaurante";"4ª - 1 Tenedor";"";"MEDIEVAL";"C/ ENRIQUE LARRETA, Nº 3";"05001";"Ávila";"Ávila";"AVILA";"";"920254810";"";"";"";"";"";"40";"";"";"";
"37/000633";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CALA FORNELLS";"AVD. JAUN PABLO II, 20";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923191077";"";"";"";"";"";"40";"";"";"";
"49/000264";"Restaurante";"3ª - 2 Tenedores";"";"CAÑADA REAL";"CAMINO CAÑADA DEL TESORO S/N";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980667001";"980667002";"";"";"";"";"147";"";"";"";
"40/000456";"Restaurante";"3ª - 2 Tenedores";"";"LOS TEMPLARIOS";"Plaza SAN MIGUEL 4";"40554";"Segovia";"Maderuelo";"MADERUELO";"MADERUELO";"921556107";"";"";"";"";"";"65";"";"";"";
"40/000458";"Restaurante / Bar";"4ª - 1 Tenedor";"";"PARADOR DE TEJADILLA";"Carretera C.L. 605 KM 4,3";"40196";"Segovia";"Segovia";"ZAMARRAMALA";"*DISEMINADO*";"677883555";"";"";"";"";"";"55";"-4,141815";"40,95335";"";
"37/000634";"Restaurante / Bar";"3ª - 2 Tenedores";"";"HIJOS DE EMILIANO";"CARRETERA BEJAR-CIUDAD RODRIGO,2";"37684";"Salamanca";"Cristóbal";"CRISTOBAL";"CRISTOBAL";"923435166";"";"";"";"";"";"70";"";"";"";
"37/000635";"Restaurante";"3ª - 2 Tenedores";"";"TBO SNACK & DINNER";"FRAY LUIS DE GRANADA, 7-9";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"605823089";"";"";"";"";"";"64";"";"";"";
"37/000637";"Restaurante / Bar";"3ª - 2 Tenedores";"";"MESON EL CONSULTORIO";"AVILA, Nº 42, BAJO";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923122495";"";"";"";"";"";"110";"-5,6530334";"40,9749356";"Si";
"42/000304";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA CASA CARIBEÑA";"Calle ANGEL TERREL 4";"42001";"Soria";"Soria";"SORIA";"SORIA";"665166259";"";"";"";"";"";"80";"";"";"";
"47/000664";"Restaurante";"3ª - 2 Tenedores";"";"EL CORTE INGLES";"ZORRILLA, PASEO, 130 - 132";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983231500";"983270192";"";"";"";"";"82";"-4,7395461";"41,6371442";"Si";
"42/000305";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ALTA MAR";"SAN BENITO, 8";"42001";"Soria";"Soria";"SORIA";"";"975226485";"";"";"";"";"";"38";"";"";"";
"37/000638";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA ROSA";"CONSISTORIAL Nº 16";"37115";"Salamanca";"Juzbado";"JUZBADO";"";"923321352";"";"";"";"";"";"55";"";"";"";
"37/000639";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL MORENO";"ORIENTE, 9";"37183";"Salamanca";"San Pedro de Rozados";"SAN PEDRO DE ROZADOS";"";"923344075";"";"";"";"";"";"59";"";"";"";
"24/000944";"Restaurante";"4ª - 1 Tenedor";"";"MC DONALD'S";"Calle PARQUE COMERCIAL LA HERRERA B-5, EDIFICIO 2";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409385";"";"";"";"";"";"173";"";"";"Si";
"24/000945";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"EL CASTILLO";"AVDA DEL CASTILLO, 115";"24400";"León";"Ponferrada";"PONFERRADA";"";"987456227";"987456228";"";"";"";"";"64";"";"";"Si";
"37/000643";"Restaurante";"4ª - 1 Tenedor";"";"ASADOR";"CRTA.BURGOS-PORTUGAL km 244";"37129";"Salamanca";"Carrascal de Barregas";"CARRASCAL DE BARREGAS";"";"923330203";"";"";"";"";"";"90";"";"";"";
"37/000641";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA  ESCAPADA";"ROSARIO, 61";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923622911";"687851838";"";"";"";"";"72";"";"";"";
"34/000321";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"HOTEL FUENTES CARRIONAS";"AVD. CASTILLA Y LEON 17";"34886";"Palencia";"Velilla del Río Carrión";"VELILLA DEL RIO CARRION";"";"979861076";"";"";"";"";"";"98";"";"";"";
"42/000301";"Restaurante";"3ª - 2 Tenedores";"";"LA POSADA DE NUMANCIA";"RAMÓN BENITO ACEÑA, 46";"42162";"Soria";"Garray";"GARRAY";"GARRAY";"975252068";"605091152";"";"";"";"";"28";"";"";"";
"47/000665";"Restaurante / Cafetería";"2ª - 3 Tenedores";"";"PARADOR DE TORDESILLAS";"CTRA. DE SALAMANCA, 5";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"*DISEMINADO*";"983770051";"983771013";"";"tordesillas@parador.es";"www.parador.es";"";"454";"";"";"Si";
"24/000946";"Restaurante";"4ª - 1 Tenedor";"";"LA PEREGRINA";"C/ Real, nº 52";"24718";"León";"Astorga";"CASTRILLO DE LOS POLVAZARES";"";"987691102";"";"";"";"";"";"32";"";"";"";
"47/000666";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"RINCON MUDEJAR";"MARCOS SALGUEIRO, 6";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"983600156";"";"";"";"";"";"137";"";"";"Si";
"40/000457";"Restaurante";"3ª - 2 Tenedores";"";"IL TEMPIETTO";"Calle  ROBLE 13";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921425967";"";"";"";"";"";"84";"";"";"";
"09/000691";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL ARROYO";"Calle El Caño 4";"09145";"Burgos";"Valle de Sedano";"ORBANEJA DEL CASTILLO";"ORBANEJA DEL CASTILLO";"947571320";"666750709";"";"";"";"";"27";"";"";"";
"24/000950";"Restaurante / Bar";"3ª - 2 Tenedores";"";"CAMINO REAL";"Avenida CTRA. MADRID, N-601, KM. 320";"24228";"León";"Valdefresno";"ARCAHUEJA";"ARCAHUEJA";"987218134";"";"";"";"";"";"113";"";"";"";
"47/000667";"Restaurante / Bar";"4ª - 1 Tenedor";"";"BODEGA LA FORTALEZA";"C/ LA FUENTE, 15";"47664";"Valladolid";"Castroponce";"CASTROPONCE";"";"983756003";"";"";"";"";"";"102";"";"";"Si";
"24/000949";"Restaurante / Bar";"3ª - 2 Tenedores";"";"AMANCIO";"JUAN MADRAZO Nº 15";"24004";"León";"León";"LEON";"LEON";"987273480";"";"";"";"";"";"81";"";"";"";
"47/000668";"Restaurante / Bar";"3ª - 2 Tenedores";"";"ASADOR MAURO";"CALLE DERECHA AL COSO, 11 Y 13";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"";"983880816";"";"";"";"";"";"333";"";"";"Si";
"24/000951";"Restaurante / Cafetería";"4ª - 1 Tenedor";"";"VICTORIA";"Calle ANCHA, 25";"24003";"León";"León";"LEON";"LEON";"987086155";"";"";"";"";"";"146";"";"";"";
"37/000619";"Restaurante";"4ª - 1 Tenedor";"";"PITA SALAMANCA";"Calle SAN JUSTO 9  BAJO";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"630675620";"";"";"pitasalamanca@gmail.com";"";"";"40";"";"";"";
"09/000694";"Restaurante / Bar";"3ª - 2 Tenedores";"";"AMANDO CASTRO EL PESCATERO";"Avenida Portugal 19";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947506810";"696027143";"";"";"";"";"158";"-3,705805";"41,668729";"Si";
"09/000692";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CANTINA CAMINO DEL DESTIERRO";"";"09140";"Burgos";"Quintanilla Vivar";"VIVAR DEL CID";"";"947 421310";"";"";"";"";"";"38";"";"";"";
"24/000952";"Restaurante / Bar";"3ª - 2 Tenedores";"";"HOSPEDERIA FERNANDO I";"LOS CUBOS 32";"24007";"León";"León";"LEON";"";"987220601";"";"";"";"";"";"51";"";"";"";
"42/000306";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LOS ROBLES DE OCHE";"Avenida  BUENOS AIRES KM 14";"42153";"Soria";"Royo (El)";"ROYO (EL)";"ROYO (EL)";"975271164";"699254336";"";"info@losroblesdeoche.es";"LOSROBLESDEOCHE.ES";"";"20";"";"";"";
"24/000955";"Restaurante / Bar";"4ª - 1 Tenedor";"";"OLIMPIA";"C/ GORDON ORDAS Nº 5";"24640";"León";"Robla (La)";"ROBLA (LA)";"ROBLA (LA)";"987572530";"";"";"";"";"";"59";"";"";"";
"24/000954";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL CAPRICHO DE JOSANA";"CAMINO DE SANTIAGO, S/N";"24526";"León";"Vega de Valcarce";"HERRERIAS (LAS)";"HERRERIAS (LAS)";"987119300";"644448204";"";"INFO@ELCAPRICHODEJOSANA.COM";"";"";"36";"-6,948343";"42,672375";"";
"24/000953";"Restaurante";"3ª - 2 Tenedores";"";"EL REGUERO MORO";"POLIGONO 3,  PARCELA 69";"24358";"León";"Villarejo de Órbigo";"VILLORIA DE ORBIGO";"";"650955315";"";"";"";"";"";"43";"";"";"";
"37/000644";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL ALMENDR0";"PLAZA DE TOROS, 16";"37258";"Salamanca";"Vilvestre";"VILVESTRE";"";"923524801";"";"";"";"";"";"52";"";"";"";
"24/000957";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL VENADO";"Carretera GENERAL S/N";"24854";"León";"Boñar";"VALDEHUESA";"VALDEHUESA";"987735300";"";"";"";"";"";"111";"";"";"";
"40/000465";"Restaurante / Bar";"3ª - 2 Tenedores";"";"EL ENCINAR";"Calle BARRIO DE ABAJO 29";"40512";"Segovia";"Riaza";"NEGREDO (EL)";"NEGREDO (EL)";"921555504";"";"";"";"";"";"76";"";"";"";
"40/000466";"Restaurante";"3ª - 2 Tenedores";"";"CASA MACARIO";"Camino SAN VICENTE 1";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921444908";"";"";"";"";"";"110";"";"";"";
"42/000307";"Restaurante";"3ª - 2 Tenedores";"";"CHINO MIGUEL";"JOSÉ TUDELA, 8";"42004";"Soria";"Soria";"SORIA";"";"975230652";"";"";"";"";"";"85";"";"";"";
"24/000959";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA TABERNA";"PZ DEL AYUNTAMIENTO, 4";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409001";"";"";"";"www.aroihoteles.com";"";"72";"";"";"";
"40/000467";"Restaurante / Bar";"4ª - 1 Tenedor";"";"CABRERA";"Plaza MAYOR 7";"40216";"Segovia";"Chañe";"CHAÑE";"CHAÑE";"921155010";"";"";"miguelmanso-2@hotmail.com";"";"";"102";"";"";"";
"47/000670";"Restaurante / Bar";"3ª - 2 Tenedores";"";"LOS TOREROS";"AVDA. DE VALLLADOLID, 26";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983771900";"";"";"";"";"";"322";"";"";"";
"05/000460";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"BARBACANA";"Plaza  SANTA TERESA 8";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920220011";"615947407";"";"info@restaurantebarbacana.com";"www.restaurantebarbacana.com";"";"149";"";"";"Si";
"34/000322";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"LA YUTERA";"AV MADRID Nº 44";"34004";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979724666";"";"";"";"";"";"145";"-4,5173401";"41,9879315";"";
"47/000671";"Restaurante / Bar";"3ª - 2 Tenedores";"";"DOÑA CARMEN";"AVDA. SALAMANCA, KM.152";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"";"983770112";"983770462";"";"";"";"";"149";"";"";"Si";
"49/000266";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MESON EL CARMEN";"C/ GENERAL FRANCO, 94";"49325";"Zamora";"Asturianos";"ASTURIANOS";"ASTURIANOS";"980626219";"";"";"";"";"";"56";"";"";"Si";
"24/000961";"Restaurante / Bar";"4ª - 1 Tenedor";"";"MOLINO DEL ARRIERO";"AVDA VILLALIBRE Nº 5";"24717";"León";"Luyego";"LUYEGO DE SOMOZA";"";"987601731";"987601720";"";"";"";"";"52";"";"";"";
"24/000960";"Restaurante";"4ª - 1 Tenedor";"";"PALACIO DE CANEDO-PRADA A TOPE";"C/ LA IGLESIA S/N";"24540";"León";"Arganza";"CANEDO";"CANEDO";"987563366";"902400101";"";"info@pradaatope.es";"www.pradaatope.es";"";"48";"";"";"Si";
"40/000468";"Restaurante / Bar";"4ª - 1 Tenedor";"";"EL FIGON DE LOS COMUNEROS";"Travesía EL PATÍN 4";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460309";"638575802";"";"";"";"";"118";"";"";"Si";
"47/000672";"Restaurante / Cafetería";"3ª - 2 Tenedores";"";"EL PALACIO DEL CORREGIDOR (cese titular)";"SAN PEDRO, 14";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"653569147";"";"";"";"";"";"173";"";"";"Si";
"47/000673";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LAS ASCUAS";"COBALTO 35  (POLIGONO SAN CRISTOBAL)";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983294246";"";"";"";"";"";"123";"-4,7066074";"41,619903";"";
"47/000674";"Restaurante / Bar";"4ª - 1 Tenedor";"";"LA PARRILLA DE CASTILLA";"Calle MANUEL AZAÑA 37";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983093882";"677378760";"";"";"";"";"129";"-4,7631652";"41,6363524";"Si";
"24/000963";"Restaurante / Bar";"3ª - 2 Tenedores";"";"GOLPEJAR";"Carretera NACIONAL 630, Km 98 98";"24689";"León";"Villamanín";"GOLPEJAR DE LA TERCIA";"GOLPEJAR DE LA TERCIA";"987598904";"";"";"";"";"";"63";"";"";"";
"09/000695";"Restaurante / Bar";"4ª - 1 Tenedor";"";"FUENTELAMORA";"AMPARO, 10";"09613";"Burgos";"Revilla y Ahedo (La)";"REVILLA (LA)";"";"";"";"";"";"";"";"35";"";"";"";
"34/000323";"Restaurante / Bar";"3ª - 2 Tenedores";"";"FUENTE DEL VAL";"C/ SOLANA Nº 22";"34487";"Palencia";"Prádanos de Ojeda";"PRADANOS DE OJEDA";"PRADANOS DE OJEDA";"979133183";"979133909";"";"grzarate@telefonica.net";"";"";"67";"";"";"Si";
"47/000675";"Restaurante / Bar";"4ª - 1 Tenedor";"";"ZURDO";"CAMINO DEL BARRERO, S/N";"47194";"Valladolid";"Fuensaldaña";"FUENSALDAÑA";"";"983583446";"";"";"";"";"";"78";"";"";"";
"09/000698";"Restaurante";"4ª - 1 Tenedor";"";"CASA VIARCE";"C/ REAL, 22";"09127";"Burgos";"Valle de Valdelucio";"QUINTANAS DE VALDELUCIO";"";"947363570";"";"";"";"";"";"28";"";"";"Si";
